Student ID,student_name,gender,grade,reading_score,math_score,school_name
6417,John Jones,M,10th,83.49,58.99,Shelton High School
6418,Jennifer Davis,F,12th,58.4,60.86,Shelton High School
6419,Jennifer Garcia,M,10th,66.41,26.58,Shelton High School
6420,Patricia Miller,F,11th,30.12,65.25,Shelton High School
6421,Charles Miller,F,11th,68.94,63.58,Shelton High School
6422,John Davis,M,10th,77.27,63.72,Shelton High School
6423,James Smith,M,12th,76.66,53.82,Shelton High School
6424,Susan Garcia,M,12th,79.17,55.32,Shelton High School
6425,Elizabeth Wilson,M,9th,55.5,43.63,Shelton High School
6426,Patricia Garcia,F,11th,90.82,52.12,Shelton High School
6427,Jessica Smith,F,9th,78.25,75.39,Shelton High School
6428,Jennifer Rodriguez,F,9th,61.55,56.6,Shelton High School
6429,Joseph Lopez,F,10th,82.1,82.29,Shelton High School
6430,John Hernandez,M,10th,84.11,69.5,Shelton High School
6431,Joseph Williams,F,9th,43.23,93.02,Shelton High School
6432,Susan Johnson,F,12th,73.17,54.0,Shelton High School
6433,Patricia Jackson,F,9th,88.89,40.75,Shelton High School
6434,Barbara Johnson,F,12th,58.08,54.49,Shelton High School
6435,Thomas Williams,M,10th,95.17,98.09,Shelton High School
6436,Elizabeth Thomas,M,12th,70.06,76.76,Shelton High School
6437,William Hernandez,M,11th,58.51,58.27,Shelton High School
6438,Joseph Williams,F,11th,65.64,83.08,Shelton High School
6439,Jessica Lopez,F,11th,56.71,60.91,Shelton High School
6440,Robert Miller,M,10th,56.26,81.97,Shelton High School
6441,William Moore,M,12th,59.82,66.57,Shelton High School
6442,Linda Lopez,F,10th,56.9,51.43,Shelton High School
6443,Karen Johnson,F,10th,81.37,69.95,Shelton High School
6444,Elizabeth Jackson,F,10th,68.92,73.5,Shelton High School
6445,William Davis,F,10th,73.18,69.33,Shelton High School
6446,James Garcia,F,9th,67.93,60.43,Shelton High School
6447,Barbara Jackson,M,9th,73.55,65.22,Shelton High School
6448,Thomas Johnson,M,10th,72.2,68.61,Shelton High School
6449,David Moore,M,12th,52.1,69.57,Shelton High School
6450,David Moore,M,10th,82.55,93.05,Shelton High School
6451,Linda Anderson,F,10th,74.64,69.78,Shelton High School
6452,William Anderson,F,9th,69.91,46.92,Shelton High School
6453,Michael Martin,F,9th,64.8,93.33,Shelton High School
6454,Richard Gonzalez,M,11th,59.19,61.48,Shelton High School
6455,James Martin,M,9th,50.29,64.66,Shelton High School
6456,Patricia Brown,F,11th,55.67,50.13,Shelton High School
6457,Patricia Gonzalez,M,12th,57.62,54.58,Shelton High School
6458,Mary Anderson,F,11th,94.71,48.76,Shelton High School
6459,Patricia Garcia,F,12th,70.48,70.8,Shelton High School
6460,John Miller,M,10th,52.72,100.0,Shelton High School
6461,Jennifer Williams,M,10th,93.68,58.31,Shelton High School
6462,Patricia Martinez,F,11th,84.51,66.37,Shelton High School
6463,William Garcia,M,12th,74.75,75.2,Shelton High School
6464,Karen Hernandez,M,10th,72.06,62.43,Shelton High School
6465,Michael Moore,M,11th,45.66,37.44,Shelton High School
6466,Patricia Jones,M,12th,75.52,70.16,Shelton High School
6467,Patricia Brown,M,10th,78.27,100.0,Shelton High School
6468,Richard Thomas,M,9th,79.31,70.89,Shelton High School
6469,Susan Hernandez,M,10th,63.9,54.38,Shelton High School
6470,Mary Wilson,M,11th,81.45,62.93,Shelton High School
6471,Michael Hernandez,M,11th,83.62,79.22,Shelton High School
6472,Patricia Miller,F,12th,57.78,81.26,Shelton High School
6473,Jessica Garcia,M,9th,75.57,60.01,Shelton High School
6474,Jennifer Johnson,F,11th,59.04,56.43,Shelton High School
6475,Linda Miller,F,9th,71.04,76.79,Shelton High School
6476,Susan Rodriguez,F,9th,34.29,39.0,Shelton High School
6477,Joseph Moore,M,12th,79.52,72.16,Shelton High School
6478,Barbara Jackson,M,12th,53.46,74.31,Shelton High School
6479,Richard Miller,M,9th,82.78,80.22,Shelton High School
6480,Elizabeth Martinez,F,9th,81.8,53.36,Shelton High School
6481,Mary Wilson,M,11th,100.0,76.31,Shelton High School
6482,Richard Garcia,F,9th,36.64,43.96,Shelton High School
6483,William Gonzalez,M,12th,74.32,63.86,Shelton High School
6484,William Gonzalez,M,12th,61.8,92.27,Shelton High School
6485,Robert Wilson,M,11th,72.22,91.53,Shelton High School
6486,Robert Rodriguez,F,12th,59.05,88.77,Shelton High School
6487,Linda Miller,F,9th,43.74,91.61,Shelton High School
6488,Linda Williams,M,10th,100.0,24.04,Shelton High School
6489,Joseph Davis,M,12th,74.41,41.55,Shelton High School
6490,James Miller,F,11th,55.22,91.02,Shelton High School
6491,Charles Johnson,F,9th,66.67,62.51,Shelton High School
6492,Susan Moore,M,12th,67.32,70.25,Shelton High School
6493,Joseph Wilson,F,10th,88.04,54.82,Shelton High School
6494,Charles Jackson,F,12th,72.15,73.97,Shelton High School
6495,Thomas Jackson,M,9th,74.03,45.68,Shelton High School
6496,Jessica Martin,M,12th,75.26,67.43,Shelton High School
6497,Charles Smith,M,9th,69.6,70.19,Shelton High School
6498,Charles Miller,M,10th,91.47,41.69,Shelton High School
6499,David Jones,F,12th,71.53,69.13,Shelton High School
6500,Thomas Hernandez,M,10th,85.02,58.6,Shelton High School
6501,Linda Martinez,F,9th,78.21,72.72,Shelton High School
6502,Barbara Martinez,M,10th,92.04,76.43,Shelton High School
6503,Richard Moore,F,9th,73.12,92.67,Shelton High School
6504,Elizabeth Jackson,M,11th,73.96,88.43,Shelton High School
6505,Karen Taylor,F,12th,72.3,50.44,Shelton High School
6506,Karen Thomas,M,9th,78.83,82.47,Shelton High School
6507,Robert Williams,M,11th,56.58,71.44,Shelton High School
6508,Joseph Johnson,M,10th,72.57,66.91,Shelton High School
6509,Richard Davis,M,12th,51.39,100.0,Shelton High School
6510,Thomas Brown,M,12th,70.39,69.37,Shelton High School
6511,Charles Rodriguez,M,12th,67.25,76.9,Shelton High School
6512,Joseph Rodriguez,M,12th,77.3,90.38,Shelton High School
6513,William Wilson,M,10th,79.65,56.98,Shelton High School
6514,Jessica Taylor,F,12th,54.54,46.76,Shelton High School
6515,Richard Rodriguez,M,9th,66.52,58.35,Shelton High School
6516,Joseph Miller,F,12th,97.24,58.11,Shelton High School
6517,James Smith,M,10th,64.26,63.07,Shelton High School
6518,Robert Rodriguez,M,9th,75.62,70.33,Shelton High School
6519,Barbara Garcia,M,9th,78.25,100.0,Shelton High School
6520,Richard Davis,F,9th,38.59,79.61,Shelton High School
6521,Joseph Garcia,F,11th,63.94,74.9,Shelton High School
6522,Jennifer Brown,F,11th,66.34,69.97,Shelton High School
6523,David Moore,F,12th,83.67,38.87,Shelton High School
6524,John Williams,F,11th,89.23,67.99,Shelton High School
6525,Barbara Garcia,M,10th,60.41,59.14,Shelton High School
6526,Jennifer Davis,F,12th,48.41,62.92,Shelton High School
6527,Joseph Moore,F,11th,100.0,95.8,Shelton High School
6528,Karen Thomas,F,11th,100.0,86.42,Shelton High School
6529,Jennifer Taylor,F,10th,52.44,68.68,Shelton High School
6530,William Jackson,F,10th,44.35,73.64,Shelton High School
6531,Sarah Jones,F,11th,62.56,69.15,Shelton High School
6532,Jennifer Lopez,F,11th,72.22,84.12,Shelton High School
6533,David Thomas,M,11th,85.68,80.75,Shelton High School
6534,Karen Taylor,F,11th,64.83,76.25,Shelton High School
6535,Karen Rodriguez,F,12th,65.56,54.14,Shelton High School
6536,James Williams,M,12th,68.87,59.37,Shelton High School
6537,William Jackson,M,12th,60.98,60.03,Shelton High School
6538,Richard Wilson,M,11th,43.1,68.68,Shelton High School
6539,Karen Jackson,M,10th,73.95,71.94,Shelton High School
6540,Michael Brown,F,10th,59.09,56.06,Shelton High School
6541,Barbara Wilson,F,12th,100.0,77.05,Shelton High School
6542,Mary Smith,F,10th,45.39,82.01,Shelton High School
6543,Sarah Martin,F,9th,76.52,61.34,Shelton High School
6544,Linda Williams,M,12th,74.96,79.83,Shelton High School
6545,Jennifer Gonzalez,F,10th,65.36,75.66,Shelton High School
6546,William Rodriguez,F,10th,68.96,90.67,Shelton High School
6547,Karen Rodriguez,F,11th,98.44,91.35,Shelton High School
6548,Joseph Gonzalez,F,12th,65.73,34.5,Shelton High School
6549,Jessica Johnson,F,12th,83.72,97.36,Shelton High School
6550,Susan Garcia,F,9th,80.7,93.8,Shelton High School
6551,Mary Davis,M,9th,96.33,57.84,Shelton High School
6552,Patricia Wilson,M,10th,50.94,57.62,Shelton High School
6553,David Wilson,F,11th,66.84,46.9,Shelton High School
6554,Barbara Thomas,M,12th,57.53,47.46,Shelton High School
6555,Jennifer Martin,M,9th,78.85,68.68,Shelton High School
6556,James Lopez,F,12th,58.69,94.72,Shelton High School
6557,Michael Davis,M,10th,82.51,85.08,Shelton High School
6558,William Johnson,M,11th,72.83,99.01,Shelton High School
6559,Thomas Martin,M,9th,61.2,54.48,Shelton High School
6560,Richard Jones,F,10th,52.76,58.59,Shelton High School
6561,Elizabeth Lopez,F,11th,80.58,72.87,Shelton High School
6562,Thomas Garcia,M,10th,94.6,64.25,Shelton High School
6563,John Anderson,F,12th,66.48,50.1,Shelton High School
6564,Michael Garcia,F,12th,78.65,73.34,Shelton High School
6565,Patricia Jackson,F,10th,52.77,74.45,Shelton High School
6566,Robert Williams,F,9th,41.14,82.59,Shelton High School
6567,William Garcia,F,10th,54.2,67.8,Shelton High School
6568,Richard Martin,M,11th,79.75,74.73,Shelton High School
6569,Patricia Johnson,F,10th,42.37,93.03,Shelton High School
6570,Patricia Davis,M,11th,82.87,68.39,Shelton High School
6571,Richard Martinez,F,11th,52.21,55.79,Shelton High School
6572,Sarah Rodriguez,F,11th,65.02,65.57,Shelton High School
6573,James Gonzalez,M,10th,93.92,73.04,Shelton High School
6574,Sarah Anderson,M,12th,66.19,85.8,Shelton High School
6575,Mary Hernandez,M,12th,54.19,59.7,Shelton High School
6576,Susan Anderson,M,10th,55.42,75.18,Shelton High School
6577,Susan Thomas,F,11th,93.57,47.88,Shelton High School
6578,Joseph Jackson,M,10th,83.9,49.0,Shelton High School
6579,William Jones,F,12th,78.55,100.0,Shelton High School
6580,Robert Hernandez,F,12th,79.96,38.1,Shelton High School
6581,Karen Brown,M,12th,82.73,54.46,Shelton High School
6582,Karen Moore,M,11th,74.37,92.71,Shelton High School
6583,John Brown,M,9th,54.02,86.73,Shelton High School
6584,Susan Miller,F,9th,59.04,57.57,Shelton High School
6585,Linda Thomas,M,12th,60.61,74.94,Shelton High School
6586,Karen Anderson,F,12th,45.98,63.89,Shelton High School
6587,Michael Taylor,M,12th,57.55,39.42,Shelton High School
6588,Barbara Moore,M,10th,57.18,71.22,Shelton High School
6589,Susan Anderson,F,11th,98.82,73.13,Shelton High School
6590,Joseph Jones,F,11th,65.19,100.0,Shelton High School
6591,Jessica Jones,M,11th,68.48,65.81,Shelton High School
6592,Mary Martin,F,10th,69.85,75.86,Shelton High School
6593,William Rodriguez,M,9th,44.12,93.82,Shelton High School
6594,Patricia Anderson,M,10th,96.33,66.39,Shelton High School
6595,David Smith,F,9th,90.69,82.76,Shelton High School
6596,Sarah Smith,M,11th,65.68,69.35,Shelton High School
6597,Linda Thomas,F,12th,51.84,45.77,Shelton High School
6598,Sarah Rodriguez,F,9th,68.95,78.97,Shelton High School
6599,Barbara Jackson,M,12th,71.39,60.28,Shelton High School
6600,Sarah Jones,M,9th,77.11,73.34,Shelton High School
6601,Mary Miller,F,10th,83.28,74.24,Shelton High School
6602,Elizabeth Anderson,F,11th,85.18,79.82,Shelton High School
6603,Michael Jones,M,10th,99.3,52.48,Shelton High School
6604,Joseph Martin,M,11th,49.24,70.07,Shelton High School
6605,Karen Anderson,M,11th,68.76,70.85,Shelton High School
6606,Elizabeth Wilson,M,11th,54.39,56.63,Shelton High School
6607,Elizabeth Taylor,M,12th,66.15,41.9,Shelton High School
6608,Susan Johnson,F,10th,64.0,74.0,Shelton High School
6609,Jessica Gonzalez,F,10th,80.73,60.77,Shelton High School
6610,William Miller,F,11th,93.77,80.25,Shelton High School
6611,Jessica Martinez,F,9th,58.97,60.84,Shelton High School
6612,William Miller,F,11th,72.7,67.9,Shelton High School
6613,Jessica Rodriguez,F,9th,52.11,77.0,Shelton High School
6614,Thomas Martin,M,10th,70.55,85.35,Shelton High School
6615,Michael Hernandez,F,12th,82.33,77.5,Shelton High School
6616,Linda Miller,M,10th,80.95,58.76,Shelton High School
6617,Charles Martin,F,9th,80.84,59.11,Shelton High School
6618,Barbara Miller,F,12th,53.18,66.45,Shelton High School
6619,Linda Miller,F,10th,93.4,62.83,Shelton High School
6620,Jennifer Rodriguez,M,10th,72.18,81.16,Shelton High School
6621,Richard Miller,F,9th,45.41,63.24,Shelton High School
6622,Linda Taylor,F,10th,95.34,57.78,Shelton High School
6623,Thomas Thomas,M,9th,96.81,91.12,Shelton High School
6624,Mary Davis,M,9th,89.99,84.74,Shelton High School
6625,Thomas Gonzalez,F,11th,37.64,62.16,Shelton High School
6626,Sarah Martinez,F,10th,73.32,74.81,Shelton High School
6627,Mary Johnson,M,12th,83.14,50.97,Shelton High School
6628,Susan Thomas,F,11th,62.63,73.09,Shelton High School
6629,Michael Lopez,M,9th,59.87,75.5,Shelton High School
6630,Susan Brown,M,10th,87.66,65.92,Shelton High School
6631,Patricia Moore,M,10th,88.62,62.56,Shelton High School
6632,John Smith,M,9th,53.63,73.84,Shelton High School
6633,Thomas Miller,F,12th,83.61,91.57,Shelton High School
6634,Jessica Jones,F,11th,94.24,55.51,Shelton High School
6635,Charles Miller,F,9th,65.41,72.31,Shelton High School
6636,Susan Johnson,F,10th,60.34,76.21,Shelton High School
6637,John Taylor,M,9th,60.24,67.28,Shelton High School
6638,Jessica Davis,M,11th,71.98,47.47,Shelton High School
6639,Sarah Anderson,F,9th,70.46,43.99,Shelton High School
6640,Michael Rodriguez,M,9th,72.38,76.91,Shelton High School
6641,Jennifer Moore,M,12th,84.62,96.72,Shelton High School
6642,Sarah Wilson,F,10th,77.1,79.18,Shelton High School
6643,Susan Wilson,F,9th,92.18,45.84,Shelton High School
6644,Patricia Brown,F,10th,91.65,54.27,Shelton High School
6645,Joseph Anderson,M,12th,68.27,89.71,Shelton High School
6646,Sarah Wilson,M,11th,81.71,62.56,Shelton High School
6647,James Martinez,F,9th,78.61,97.6,Shelton High School
6648,Karen Martinez,F,12th,94.52,56.94,Shelton High School
6649,Elizabeth Johnson,M,12th,44.45,77.42,Shelton High School
6650,Linda Smith,M,12th,77.66,83.08,Shelton High School
6651,James Brown,F,10th,43.51,76.87,Shelton High School
6652,Michael Rodriguez,F,10th,76.93,64.37,Shelton High School
6653,Jessica Jones,M,12th,100.0,62.29,Shelton High School
6654,Mary Hernandez,M,12th,63.32,55.15,Shelton High School
6655,Sarah Jackson,M,9th,55.68,70.06,Shelton High School
6656,Richard Hernandez,F,9th,88.38,43.86,Shelton High School
6657,Karen Jackson,M,10th,100.0,78.83,Shelton High School
6658,Thomas Jones,M,12th,61.41,58.25,Shelton High School
6659,Richard Martin,M,10th,70.75,43.59,Shelton High School
6660,James Martinez,M,12th,100.0,74.35,Shelton High School
6661,Linda Davis,M,11th,48.88,75.04,Shelton High School
6662,Charles Garcia,M,11th,36.49,88.29,Shelton High School
6663,Barbara Miller,M,11th,75.57,55.6,Shelton High School
6664,Jessica Rodriguez,F,9th,60.8,79.47,Shelton High School
6665,Elizabeth Martinez,F,12th,77.68,54.0,Shelton High School
6666,Elizabeth Martin,F,12th,85.95,42.13,Shelton High School
6667,Jessica Smith,F,9th,73.46,79.14,Shelton High School
6668,Thomas Wilson,F,11th,99.9,66.64,Shelton High School
6669,Charles Taylor,F,9th,70.37,60.1,Shelton High School
6670,Susan Davis,F,12th,85.56,84.52,Shelton High School
6671,William Davis,F,9th,72.27,66.03,Shelton High School
6672,Richard Taylor,F,9th,71.94,80.33,Shelton High School
6673,Charles Miller,M,9th,78.85,63.83,Shelton High School
6674,Thomas Smith,M,11th,57.92,62.08,Shelton High School
6675,Robert Garcia,F,9th,46.35,71.69,Shelton High School
6676,Mary Thomas,M,11th,89.48,91.81,Shelton High School
6677,Robert Jones,M,11th,85.8,86.36,Shelton High School
6678,Barbara Williams,M,9th,87.72,59.68,Shelton High School
6679,Jessica Garcia,F,9th,66.47,70.59,Shelton High School
6680,Joseph Anderson,F,11th,74.58,69.73,Shelton High School
6681,Jessica Martin,F,9th,70.9,68.14,Shelton High School
6682,Richard Lopez,M,12th,67.63,86.14,Shelton High School
6683,Elizabeth Wilson,M,11th,42.75,57.81,Shelton High School
6684,Mary Williams,M,10th,100.0,53.4,Shelton High School
6685,William Hernandez,F,10th,78.76,49.85,Shelton High School
6686,David Martinez,F,11th,85.15,59.19,Shelton High School
6687,Susan Rodriguez,F,10th,72.82,78.65,Shelton High School
6688,Karen Martinez,M,12th,65.08,95.7,Shelton High School
6689,William Jones,F,11th,72.88,58.63,Shelton High School
6690,Linda Hernandez,M,11th,78.44,83.61,Shelton High School
6691,James Martinez,M,9th,83.35,80.25,Shelton High School
6692,James Miller,F,12th,73.33,64.89,Shelton High School
6693,Susan Jones,M,10th,65.72,59.07,Shelton High School
6694,Thomas Garcia,M,10th,70.36,48.08,Shelton High School
6695,Jessica Hernandez,M,9th,84.44,68.38,Shelton High School
6696,Elizabeth Anderson,M,11th,59.5,75.54,Shelton High School
6697,Michael Johnson,M,12th,89.46,73.03,Shelton High School
6698,Barbara Jackson,M,12th,95.92,60.37,Shelton High School
6699,Barbara Thomas,F,9th,58.53,94.16,Shelton High School
6700,Jennifer Williams,M,10th,82.26,87.89,Shelton High School
6701,Mary Martin,F,11th,65.02,67.45,Shelton High School
6702,Robert Hernandez,M,12th,45.8,96.0,Shelton High School
6703,John Williams,M,11th,79.33,47.49,Shelton High School
6704,Robert Hernandez,F,9th,80.64,93.92,Shelton High School
6705,John Gonzalez,F,11th,75.8,46.75,Shelton High School
6706,Linda Martin,F,10th,88.99,39.63,Shelton High School
6707,Elizabeth Johnson,F,12th,72.82,50.3,Shelton High School
6708,Patricia Moore,F,12th,69.42,82.74,Shelton High School
6709,Charles Brown,M,10th,81.03,65.94,Shelton High School
6710,Karen Rodriguez,F,10th,79.46,56.62,Shelton High School
6711,Jessica Garcia,M,11th,80.85,61.29,Shelton High School
6712,Patricia Rodriguez,F,9th,62.19,78.64,Shelton High School
6713,Richard Rodriguez,F,12th,73.24,100.0,Shelton High School
6714,Jennifer Jackson,M,10th,71.3,55.03,Shelton High School
6715,Susan Anderson,M,11th,79.52,78.34,Shelton High School
6716,John Jones,F,12th,79.55,94.54,Shelton High School
6717,Sarah Wilson,M,9th,66.38,63.94,Shelton High School
6718,Jessica Wilson,M,11th,55.37,70.27,Shelton High School
6719,William Anderson,F,10th,65.15,79.4,Shelton High School
6720,Michael Wilson,M,12th,63.52,77.0,Shelton High School
6721,Jennifer Anderson,F,11th,62.9,52.22,Shelton High School
6722,Karen Davis,F,10th,77.03,67.84,Shelton High School
6723,Mary Davis,F,10th,56.85,54.37,Shelton High School
6724,James Taylor,F,10th,69.0,62.76,Shelton High School
6725,Charles Jones,F,12th,63.01,60.56,Shelton High School
6726,Karen Thomas,F,10th,53.8,75.24,Shelton High School
6727,Michael Miller,F,11th,88.48,81.81,Shelton High School
6728,Sarah Moore,M,12th,89.91,58.23,Shelton High School
6729,Mary Anderson,F,11th,61.56,78.18,Shelton High School
6730,Susan Moore,M,9th,82.44,69.2,Shelton High School
6731,William Wilson,M,9th,84.4,59.07,Shelton High School
6732,Robert Hernandez,F,9th,77.62,91.77,Shelton High School
6733,Linda Jones,M,9th,41.34,69.82,Shelton High School
6734,David Jones,M,10th,68.99,50.62,Shelton High School
6735,Thomas Brown,M,12th,87.37,92.31,Shelton High School
6736,Joseph Jackson,M,10th,50.76,92.2,Shelton High School
6737,Mary Taylor,M,11th,77.27,93.99,Shelton High School
6738,Barbara Taylor,F,11th,66.04,88.49,Shelton High School
6739,Elizabeth Moore,F,9th,75.29,81.06,Shelton High School
6740,Charles Moore,M,11th,45.58,85.33,Shelton High School
6741,Richard Wilson,F,11th,58.27,73.42,Shelton High School
6742,Jessica Moore,F,12th,68.32,70.58,Shelton High School
6743,Sarah Thomas,M,11th,75.81,86.43,Shelton High School
6744,Thomas Miller,M,10th,100.0,54.16,Shelton High School
6745,Barbara Johnson,M,9th,87.35,82.86,Shelton High School
6746,Elizabeth Jones,F,9th,64.6,68.3,Shelton High School
6747,John Jackson,M,11th,77.35,89.41,Shelton High School
6748,Richard Lopez,M,11th,66.18,80.9,Shelton High School
6749,John Garcia,F,10th,60.6,76.06,Shelton High School
6750,Susan Brown,M,10th,67.5,89.75,Shelton High School
6751,Richard Jackson,F,11th,63.98,94.7,Shelton High School
6752,Sarah Williams,F,10th,50.29,72.82,Shelton High School
6753,Karen Garcia,F,12th,100.0,63.39,Shelton High School
6754,Jessica Martin,M,10th,56.8,84.28,Shelton High School
6755,John Lopez,M,11th,53.19,64.32,Shelton High School
6756,Charles Jackson,M,11th,67.49,87.64,Shelton High School
6757,Patricia Smith,M,10th,48.98,67.37,Shelton High School
6758,Mary Gonzalez,F,12th,86.24,76.12,Shelton High School
6759,Richard Johnson,F,12th,70.53,81.85,Shelton High School
6760,Charles Thomas,F,11th,89.02,67.8,Shelton High School
6761,Barbara Smith,F,9th,93.89,66.27,Shelton High School
6762,William Taylor,M,10th,59.56,83.43,Shelton High School
6763,Elizabeth Moore,F,10th,53.37,57.66,Shelton High School
6764,Charles Miller,M,10th,74.77,73.81,Shelton High School
6765,Charles Anderson,M,12th,87.61,82.32,Shelton High School
6766,William Martinez,F,9th,80.56,58.86,Shelton High School
6767,Karen Martin,F,10th,59.91,52.21,Shelton High School
6768,Patricia Garcia,M,11th,77.61,56.7,Shelton High School
6769,Patricia Jones,F,12th,72.54,70.87,Shelton High School
6770,William Lopez,F,9th,63.48,76.85,Shelton High School
6771,Linda Jones,M,9th,67.11,87.2,Shelton High School
6772,David Hernandez,F,12th,100.0,72.13,Shelton High School
6773,Richard Wilson,M,9th,62.51,68.58,Shelton High School
6774,Linda Moore,M,12th,80.66,60.1,Shelton High School
6775,Charles Lopez,M,9th,93.71,70.62,Shelton High School
6776,Barbara Moore,F,11th,53.45,66.64,Shelton High School
6777,Elizabeth Miller,M,9th,66.21,97.52,Shelton High School
6778,Sarah Lopez,F,10th,66.97,99.28,Shelton High School
6779,Susan Anderson,F,9th,82.42,67.49,Shelton High School
6780,Jessica Johnson,F,12th,61.59,67.19,Shelton High School
6781,Sarah Lopez,M,12th,59.35,82.31,Shelton High School
6782,Jessica Gonzalez,M,9th,67.44,79.11,Shelton High School
6783,Karen Taylor,F,9th,72.43,41.19,Shelton High School
6784,Sarah Williams,M,9th,82.22,70.48,Shelton High School
6785,Elizabeth Smith,M,10th,81.63,54.48,Shelton High School
6786,Jennifer Williams,M,10th,74.52,55.74,Shelton High School
6787,Charles Brown,M,9th,74.99,73.24,Shelton High School
6788,Karen Williams,F,9th,72.95,75.47,Shelton High School
6789,Linda Davis,M,10th,58.91,73.18,Shelton High School
6790,Michael Johnson,M,9th,56.16,65.67,Shelton High School
6791,Jennifer Thomas,M,10th,68.91,82.85,Shelton High School
6792,Elizabeth Brown,F,11th,65.76,75.03,Shelton High School
6793,Richard Martinez,F,12th,89.17,100.0,Shelton High School
6794,Susan Rodriguez,M,11th,65.51,72.08,Shelton High School
6795,David Moore,M,12th,100.0,50.61,Shelton High School
6796,David Taylor,F,9th,48.15,50.76,Shelton High School
6797,Mary Williams,F,11th,33.2,61.53,Shelton High School
6798,David Moore,F,12th,62.44,74.34,Shelton High School
6799,John Anderson,F,11th,66.4,74.7,Shelton High School
6800,David Hernandez,M,10th,76.74,55.05,Shelton High School
6801,Karen Hernandez,M,10th,79.16,78.72,Shelton High School
6802,Charles Smith,F,11th,58.78,92.98,Shelton High School
6803,Robert Martinez,M,9th,72.93,59.94,Shelton High School
6804,Elizabeth Wilson,F,9th,56.86,62.69,Shelton High School
6805,Mary Brown,F,9th,88.49,56.32,Shelton High School
6806,Mary Moore,M,11th,50.88,65.02,Shelton High School
6807,Richard Jackson,F,11th,100.0,89.82,Shelton High School
6808,Robert Martin,M,9th,78.71,85.38,Shelton High School
6809,Mary Hernandez,M,11th,99.6,79.94,Shelton High School
6810,Sarah Garcia,M,12th,76.23,56.76,Shelton High School
6811,Elizabeth Taylor,M,9th,56.57,76.64,Shelton High School
6812,David Jackson,M,12th,100.0,82.71,Shelton High School
6813,Thomas Brown,F,10th,96.04,76.36,Shelton High School
6814,Susan Martin,M,10th,78.33,64.03,Shelton High School
6815,Patricia Wilson,F,9th,85.48,55.37,Shelton High School
6816,Patricia Garcia,M,11th,89.9,79.02,Shelton High School
6817,William Lopez,M,10th,47.67,61.58,Shelton High School
6818,Linda Brown,F,9th,57.79,78.11,Shelton High School
6819,Robert Garcia,M,9th,81.1,69.34,Shelton High School
6820,Robert Jackson,M,11th,72.06,92.68,Shelton High School
6821,Linda Rodriguez,M,11th,65.01,62.54,Shelton High School
6822,Joseph Brown,F,10th,84.21,97.6,Shelton High School
6823,William Miller,M,12th,77.8,79.28,Shelton High School
6824,Linda Anderson,M,9th,98.11,70.95,Shelton High School
6825,Charles Anderson,F,9th,96.59,63.29,Shelton High School
6826,Robert Jackson,F,9th,84.12,80.34,Shelton High School
6827,Michael Garcia,F,10th,72.19,60.45,Shelton High School
6828,Charles Taylor,M,10th,72.39,82.53,Shelton High School
6829,Elizabeth Jackson,M,10th,89.24,59.24,Shelton High School
6830,David Anderson,M,9th,89.1,57.08,Shelton High School
6831,Elizabeth Hernandez,M,11th,91.84,58.45,Shelton High School
6832,John Williams,M,9th,59.81,89.94,Shelton High School
6833,Sarah Hernandez,M,11th,60.29,56.72,Shelton High School
6834,Karen Moore,M,12th,75.53,59.08,Shelton High School
6835,Joseph Miller,M,12th,74.05,59.02,Shelton High School
6836,Elizabeth Martin,M,10th,84.53,79.86,Shelton High School
6837,Elizabeth Gonzalez,M,9th,81.46,65.95,Shelton High School
6838,Joseph Moore,M,11th,73.04,82.36,Shelton High School
6839,Patricia Martin,M,9th,44.22,49.28,Shelton High School
6840,Thomas Williams,M,9th,44.66,62.99,Shelton High School
6841,Mary Brown,F,9th,60.59,64.36,Shelton High School
6842,James Anderson,M,12th,67.65,67.16,Shelton High School
6843,James Garcia,F,9th,96.92,47.23,Shelton High School
6844,Michael Jackson,M,10th,69.2,62.64,Shelton High School
6845,Barbara Smith,F,10th,83.57,81.66,Shelton High School
6846,Michael Jackson,F,12th,86.37,63.93,Shelton High School
6847,Richard Lopez,F,11th,69.74,94.59,Shelton High School
6848,Barbara Gonzalez,M,12th,72.27,66.79,Shelton High School
6849,Susan Lopez,F,10th,64.64,65.73,Shelton High School
6850,Karen Lopez,F,10th,65.43,52.22,Shelton High School
6851,Jennifer Martinez,F,10th,48.69,48.75,Shelton High School
6852,Karen Rodriguez,F,10th,88.34,47.93,Shelton High School
6853,Mary Miller,M,11th,95.0,82.64,Shelton High School
6854,William Lopez,F,12th,52.76,62.28,Shelton High School
6855,Robert Smith,M,10th,55.13,68.62,Shelton High School
6856,Joseph Davis,M,12th,92.33,64.18,Shelton High School
6857,James Moore,F,10th,60.67,37.35,Shelton High School
6858,Richard Smith,M,11th,54.87,79.95,Shelton High School
6859,Robert Moore,F,10th,69.41,49.24,Shelton High School
6860,Jessica Martinez,M,11th,68.45,42.88,Shelton High School
6861,Patricia Smith,M,10th,81.44,55.62,Shelton High School
6862,Linda Jones,M,10th,80.41,57.6,Shelton High School
6863,Mary Taylor,F,12th,25.98,57.76,Shelton High School
6864,Michael Taylor,M,9th,57.09,67.07,Shelton High School
6865,Jennifer Anderson,M,11th,87.0,46.93,Shelton High School
6866,Robert Anderson,M,11th,61.21,67.23,Shelton High School
